Issue Type,Epic,Summary,Description,Acceptance Criteria,Story Points,Labels,Dependencies,Parent
Sub-task,Supplier Live Integrations,SUP-14 subtask: [NEW] Test infra: sandbox-vs-production divergence regression suite using real post-cutover production fixtures,[NEW] Test infra: sandbox-vs-production divergence regression suite using real post-cutover production fixtures,,,backend;testing;supplier;phase2;subtask,,SUP-14: Run a supplier sandbox-vs-production divergence regression suite in CI
Sub-task,Supplier Live Integrations,SUP-14 subtask: [NEW] Test infra: sample test exercising the new harness,[NEW] Test infra: sample test exercising the new harness,,,backend;testing;supplier;phase2;subtask,,SUP-14: Run a supplier sandbox-vs-production divergence regression suite in CI
Sub-task,Supplier Live Integrations,SUP-14 subtask: [NEW] Test infra: CI wiring / gradle-or-npm script update,[NEW] Test infra: CI wiring / gradle-or-npm script update,,,backend;testing;supplier;phase2;subtask,,SUP-14: Run a supplier sandbox-vs-production divergence regression suite in CI
Story,Supplier Live Integrations,SUP-15: Harden BYOS credential encryption for production key rotation,"As a platform security owner, I want have the KMS CMK wrapping BYOS credential data keys rotate on a defined production schedule, so that FND-12's row-level encryption pattern has a real production key-rotation policy, not just the MVP's dev-scoped KMS setup.

PRD reference(s): §5.3 Secrets handling (RULES.md)
Module(s)/Screen(s): supplier
Testing tier(s): integration (Testcontainers)
Story points reasoning: Production key-management policy work on top of FND-12's already-built envelope-encryption mechanism.","- Given the production KMS CMK rotation schedule triggers, when rotation completes, then existing BYOS ciphertext remains decryptable via KMS's key-versioning, with no Consultant-visible downtime.",5,backend;supplier;security;phase2,FND-12,
Sub-task,Supplier Live Integrations,SUP-15 subtask: [EXTEND] Backend: production KMS CMK rotation policy configured,[EXTEND] Backend: production KMS CMK rotation policy configured,,,backend;supplier;security;phase2;subtask,,SUP-15: Harden BYOS credential encryption for production key rotation
Sub-task,Supplier Live Integrations,SUP-15 subtask: [NEW] Backend: integrationTest — decrypt succeeds across a simulated key-version rotation,[NEW] Backend: integrationTest — decrypt succeeds across a simulated key-version rotation,,,backend;supplier;security;phase2;subtask,,SUP-15: Harden BYOS credential encryption for production key rotation
Story,Supplier Live Integrations,SUP-16: Publish a production Local DMC onboarding runbook,"As a Super Admin, I want have a documented review SLA and verification-step process for Local DMC onboarding at production scale, so that PRD §10.3's onboarding workflow (DMC-02) has an operational runbook once real Local DMCs, not MVP test fixtures, are being reviewed.

PRD reference(s): §10.3 Local DMC Onboarding & Vetting Workflow
Module(s)/Screen(s): supplier
Testing tier(s): integration (Testcontainers)
Story points reasoning: Documentation/process deliverable, not code — but a real production-readiness gap the MVP's DMC-02 story didn't need to address.","- Given a real Local DMC submission is received in production, when the runbook is followed, then the documented review SLA and verification-step sequence is applied consistently, not improvised per reviewer.",3,ops;supplier;phase2,DMC-02,
Sub-task,Supplier Live Integrations,SUP-16 subtask: [NEW] Infra: Local DMC onboarding runbook — review SLA and verification-step checklist,[NEW] Infra: Local DMC onboarding runbook — review SLA and verification-step checklist,,,ops;supplier;phase2;subtask,,SUP-16: Publish a production Local DMC onboarding runbook
Sub-task,Supplier Live Integrations,SUP-16 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,ops;supplier;phase2;subtask,,SUP-16: Publish a production Local DMC onboarding runbook
Sub-task,Supplier Live Integrations,SUP-16 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,ops;supplier;phase2;subtask,,SUP-16: Publish a production Local DMC onboarding runbook
Story,LLM Production Readiness,LLM-01: Run a production LLM provider bake-off against latency/cost/accuracy criteria,"As a Super Admin, I want have a documented comparison of Groq against alternative production LLM providers before committing to Groq for GA, so that PRD §24.3's latency NFR and general production cost/accuracy concerns are evaluated before Groq is locked in beyond MVP.

PRD reference(s): §24.3 NFR AI Governance
Module(s)/Screen(s): ai
Testing tier(s): integration (Testcontainers)
Story points reasoning: Evaluation/research deliverable with a lightweight harness — not a production code change itself.","- Given the bake-off completes, when results are reviewed, then Groq and at least one alternative provider are compared on latency-per-segment, cost-per-suggestion, and grounding accuracy against a fixed evaluation set.",5,backend;ai;phase2,AI-01,
Sub-task,LLM Production Readiness,LLM-01 subtask: [NEW] Backend: evaluation harness running the same prompt set against Groq and at least one alternative,[NEW] Backend: evaluation harness running the same prompt set against Groq and at least one alternative,,,backend;ai;phase2;subtask,,LLM-01: Run a production LLM provider bake-off against latency/cost/accuracy criteria
Sub-task,LLM Production Readiness,LLM-01 subtask: [NEW] Backend: latency/cost/accuracy comparison report,[NEW] Backend: latency/cost/accuracy comparison report,,,backend;ai;phase2;subtask,,LLM-01: Run a production LLM provider bake-off against latency/cost/accuracy criteria
Story,LLM Production Readiness,LLM-02: Build a swappable production LLM provider abstraction,"As a backend engineer, I want have the `ai` module depend on an internal provider interface rather than being hard-wired to `GroqClient`, so that LLM-01's decision (stay on Groq or switch) can be executed as a configuration change, per backend-best-practices §4's DI discipline.

PRD reference(s): backend-best-practices skill §4 (DI conventions)
Module(s)/Screen(s): ai
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Structural refactor of AI-01's client wrapper into an interface + implementation split — must happen before/alongside whichever provider LLM-01 selects.","- Given the production LLM provider decision changes, when the provider bean is swapped, then no caller of the `ai` module's internal generation logic changes — only the injected provider implementation differs.",8,backend;ai;phase2,"LLM-01, AI-01",
Sub-task,LLM Production Readiness,"LLM-02 subtask: [NEW] Backend: `LlmProvider` interface (prompt in, structured suggestion out)","[NEW] Backend: `LlmProvider` interface (prompt in, structured suggestion out)",,,backend;ai;phase2;subtask,,LLM-02: Build a swappable production LLM provider abstraction
Sub-task,LLM Production Readiness,LLM-02 subtask: [EXTEND] Backend: `GroqClient` becomes one `LlmProvider` implementation,[EXTEND] Backend: `GroqClient` becomes one `LlmProvider` implementation,,,backend;ai;phase2;subtask,,LLM-02: Build a swappable production LLM provider abstraction
Sub-task,LLM Production Readiness,"LLM-02 subtask: [NEW] Backend: unit test — provider swap via config, no caller change","[NEW] Backend: unit test — provider swap via config, no caller change",,,backend;ai;phase2;subtask,,LLM-02: Build a swappable production LLM provider abstraction
Sub-task,LLM Production Readiness,LLM-02 subtask: [NEW] Backend: module test,[NEW] Backend: module test,,,backend;ai;phase2;subtask,,LLM-02: Build a swappable production LLM provider abstraction
Story,LLM Production Readiness,LLM-03: Run adversarial prompt-injection / grounding-bypass testing,"As a Super Admin, I want have the AI governance principles (grounded generation, no hallucination) tested against deliberate adversarial inputs, so that PRD §11.2's governance principles hold under attack, not just under well-formed input, before GA.

PRD reference(s): §11.2 Governance Framework
Module(s)/Screen(s): ai
Testing tier(s): integration (Testcontainers)
Story points reasoning: Adversarial test-suite construction against an LLM's actual behavior is inherently exploratory and high-effort.","- Given an adversarial prompt attempts to induce the AI to fabricate a non-supplier-confirmed line item, when the request is processed, then the grounding-only principle holds — no fabricated item is produced, and AI-05's explicit-failure-state path is triggered instead.",8,backend;ai;phase2,"LLM-02, AI-05",
Sub-task,LLM Production Readiness,LLM-03 subtask: [NEW] Backend: adversarial prompt test corpus targeting each of §11.2's five governance principles,[NEW] Backend: adversarial prompt test corpus targeting each of §11.2's five governance principles,,,backend;ai;phase2;subtask,,LLM-03: Run adversarial prompt-injection / grounding-bypass testing
Sub-task,LLM Production Readiness,LLM-03 subtask: [NEW] Backend: automated regression suite run against the corpus on every `ai` module change,[NEW] Backend: automated regression suite run against the corpus on every `ai` module change,,,backend;ai;phase2;subtask,,LLM-03: Run adversarial prompt-injection / grounding-bypass testing
Story,LLM Production Readiness,LLM-04: Log every retry/timeout attempt distinctly in production,"As a Super Admin, I want see each retried LLM call attempt as a distinct audit entry in production, not just the final successful one, so that backend-best-practices §7 and RULES.md §6.3's audit-completeness requirement holds under real production retry conditions, not just the MVP's synthetic test scenarios.

PRD reference(s): backend-best-practices skill §7; §6.3 (RULES.md)
Module(s)/Screen(s): ai
Testing tier(s): integration (Testcontainers)
Story points reasoning: Extends AI-13's timeout/retry logic with production-scale audit granularity.","- Given a production Groq/LLM call times out twice and succeeds on the third attempt, when the audit log is inspected, then three distinct attempt entries exist, not one entry representing only the final successful call.",5,backend;ai;phase2,"AI-13, LLM-02",
Sub-task,LLM Production Readiness,"LLM-04 subtask: [EXTEND] Backend: per-attempt audit logging on every retry, in production configuration","[EXTEND] Backend: per-attempt audit logging on every retry, in production configuration",,,backend;ai;phase2;subtask,,LLM-04: Log every retry/timeout attempt distinctly in production
Sub-task,LLM Production Readiness,LLM-04 subtask: [NEW] Backend: integrationTest — 3-attempt scenario produces 3 audit entries,[NEW] Backend: integrationTest — 3-attempt scenario produces 3 audit entries,,,backend;ai;phase2;subtask,,LLM-04: Log every retry/timeout attempt distinctly in production
Story,LLM Production Readiness,LLM-05: Monitor and alert on AI response latency SLOs in production,"As a on-call engineer, I want be alerted when AI suggestion latency breaches the per-segment SLO that protects the 10-minute itinerary target, so that PRD §24.3's NFR is continuously monitored in production, not just tested once pre-launch.

PRD reference(s): §24.3 NFR AI Governance
Module(s)/Screen(s): ai
Testing tier(s): integration (Testcontainers)
Story points reasoning: Dashboard/alert wiring on top of AI-13's bounded-timeout mechanism and OBS-01's tracing.","- Given AI suggestion latency exceeds the defined per-segment SLO in production, when the monitoring threshold is breached, then an alert fires to on-call before the 10-minute end-to-end itinerary target is meaningfully at risk.",5,backend;ai;phase2,"AI-13, OBS-01",
Sub-task,LLM Production Readiness,LLM-05 subtask: [NEW] Backend: AI latency SLO dashboard + alert rule,[NEW] Backend: AI latency SLO dashboard + alert rule,,,backend;ai;phase2;subtask,,LLM-05: Monitor and alert on AI response latency SLOs in production
Sub-task,LLM Production Readiness,LLM-05 subtask: [NEW] Backend: integrationTest — simulated SLO breach triggers the alert path,[NEW] Backend: integrationTest — simulated SLO breach triggers the alert path,,,backend;ai;phase2;subtask,,LLM-05: Monitor and alert on AI response latency SLOs in production
Story,LLM Production Readiness,LLM-06: Add production content-safety filtering for AI ad-creative generation,"As a Super Admin, I want have AI-generated ad creative pass a content-safety filter before it reaches the Consultant approval step, so that Meta policy compliance risk on AI-generated creative (PRD §14.4) is reduced before real ad spend is at stake in production.

PRD reference(s): §14.4 AI Creative Generation
Module(s)/Screen(s): ai, ads
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Content-safety filter layered onto AI-12's already-built creative-generation path.","- Given AI generates a creative variant that would violate Meta's advertising content policy, when the safety filter runs, then the variant is excluded from the gallery before it ever reaches Consultant approval (ADS-05), rather than being caught only at Meta's own review.",5,backend;ai;ads;phase2,"AI-12, LLM-02",
Sub-task,LLM Production Readiness,LLM-06 subtask: [NEW] Backend: content-safety filter service (policy rule set + provider-level moderation check),[NEW] Backend: content-safety filter service (policy rule set + provider-level moderation check),,,backend;ai;ads;phase2;subtask,,LLM-06: Add production content-safety filtering for AI ad-creative generation
Sub-task,LLM Production Readiness,LLM-06 subtask: [EXTEND] Backend: filter applied before creative variants are persisted to `AdCampaign.creative_variants[]`,[EXTEND] Backend: filter applied before creative variants are persisted to `AdCampaign.creative_variants[]`,,,backend;ai;ads;phase2;subtask,,LLM-06: Add production content-safety filtering for AI ad-creative generation
Sub-task,LLM Production Readiness,LLM-06 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ai;ads;phase2;subtask,,LLM-06: Add production content-safety filtering for AI ad-creative generation
Sub-task,LLM Production Readiness,LLM-06 subtask: [NEW] Backend: module test,[NEW] Backend: module test,,,backend;ai;ads;phase2;subtask,,LLM-06: Add production content-safety filtering for AI ad-creative generation
Story,LLM Production Readiness,LLM-07: Implement per-Consultant AI usage quota / budget guardrails,"As a Super Admin, I want cap the AI generation cost/volume a single Consultant can consume, so that production LLM cost is a real, unbounded line item once Groq/its replacement is billed on production volume, unlike the MVP's fixed dev usage.

PRD reference(s): §24.3 NFR AI Governance (production cost concern)
Module(s)/Screen(s): ai
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: New quota-tracking mechanism; the calculation itself is straightforward, the policy configuration surface is the work.","- Given a Consultant's AI usage approaches their configured quota, when a request is made, then the system either warns or blocks per the configured policy, rather than allowing unbounded per-Consultant AI cost.",5,backend;ai;phase2,LLM-02,
Sub-task,LLM Production Readiness,LLM-07 subtask: [NEW] Backend: per-Consultant AI usage counter + configurable quota,[NEW] Backend: per-Consultant AI usage counter + configurable quota,,,backend;ai;phase2;subtask,,LLM-07: Implement per-Consultant AI usage quota / budget guardrails
Sub-task,LLM Production Readiness,LLM-07 subtask: [NEW] Backend: quota-breach warn/block policy,[NEW] Backend: quota-breach warn/block policy,,,backend;ai;phase2;subtask,,LLM-07: Implement per-Consultant AI usage quota / budget guardrails
Sub-task,LLM Production Readiness,LLM-07 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ai;phase2;subtask,,LLM-07: Implement per-Consultant AI usage quota / budget guardrails
Sub-task,LLM Production Readiness,LLM-07 subtask: [NEW] Backend: module test,[NEW] Backend: module test,,,backend;ai;phase2;subtask,,LLM-07: Implement per-Consultant AI usage quota / budget guardrails
Story,LLM Production Readiness,LLM-08: Tie AI suggestion caching invalidation to the rate-staleness signal at production scale,"As a backend engineer, I want have any AI suggestion cache invalidate based on the same staleness signal that triggers re-validation, never a fixed TTL, so that backend-best-practices §5's explicit warning is honored if/when AI suggestion caching is introduced for production latency reasons.

PRD reference(s): backend-best-practices skill §5 (Caching strategy)
Module(s)/Screen(s): ai
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Caching-layer story explicitly scoped to avoid the exact anti-pattern backend-best-practices §5 warns against — only relevant once caching is actually introduced for latency.","- Given an AI suggestion cache is introduced for latency reasons, when a cached suggestion's underlying rate goes stale, then the cache entry is invalidated by the same staleness signal AI-09's re-validation uses, never surviving past it on a fixed TTL alone.",5,backend;ai;phase2,"AI-09, LLM-02",
Sub-task,LLM Production Readiness,"LLM-08 subtask: [NEW] Backend: AI suggestion cache keyed with a staleness-signal-bound TTL, not a fixed TTL","[NEW] Backend: AI suggestion cache keyed with a staleness-signal-bound TTL, not a fixed TTL",,,backend;ai;phase2;subtask,,LLM-08: Tie AI suggestion caching invalidation to the rate-staleness signal at production scale
Sub-task,LLM Production Readiness,LLM-08 subtask: [NEW] Backend: unit test — cache entry invalidated when the staleness signal fires before a fixed TTL would have expired it,[NEW] Backend: unit test — cache entry invalidated when the staleness signal fires before a fixed TTL would have expired it,,,backend;ai;phase2;subtask,,LLM-08: Tie AI suggestion caching invalidation to the rate-staleness signal at production scale
Story,LLM Production Readiness,LLM-09: Add an AI provider failover path for primary-provider degradation,"As a Consultant/User, I want still get an AI suggestion (or an explicit failure state) if the primary LLM provider is degraded, so that LLM-02's provider abstraction is used for resilience, not just swap-at-deploy-time flexibility.

PRD reference(s): §11.2 Governance Framework (resilience)
Module(s)/Screen(s): ai
Testing tier(s): unit, module (@ApplicationModuleTest), integration (Testcontainers)
Story points reasoning: Runtime failover logic (not just swap-at-deploy) built on LLM-02's abstraction — the most operationally complex LLM story.","- Given the primary LLM provider is degraded (elevated error rate/timeout), when an AI request is made, then the system fails over to a configured secondary `LlmProvider` implementation, or returns AI-05's explicit `NoViableSuggestion` state if no failover is configured — never a silent hang.",8,backend;ai;phase2,"LLM-02, LLM-05",
Sub-task,LLM Production Readiness,LLM-09 subtask: [EXTEND] Backend: `LlmProvider` failover chain with health-based routing,[EXTEND] Backend: `LlmProvider` failover chain with health-based routing,,,backend;ai;phase2;subtask,,LLM-09: Add an AI provider failover path for primary-provider degradation
Sub-task,LLM Production Readiness,LLM-09 subtask: [NEW] Backend: unit test — failover triggers on simulated degradation,[NEW] Backend: unit test — failover triggers on simulated degradation,,,backend;ai;phase2;subtask,,LLM-09: Add an AI provider failover path for primary-provider degradation
Sub-task,LLM Production Readiness,LLM-09 subtask: [NEW] Backend: integrationTest — end-to-end failover path,[NEW] Backend: integrationTest — end-to-end failover path,,,backend;ai;phase2;subtask,,LLM-09: Add an AI provider failover path for primary-provider degradation
Story,Meta Ads API Real Integration,MADS-01: Replace mocked Meta account provisioning with the real Meta Business API,"As a Super Admin, I want provision a real Meta ad account and Business Manager for a Consultant via the Meta Business API, so that ADS-01's MVP-mocked provisioning is replaced with a real integration before any real ad spend can occur.

PRD reference(s): §14.1 Ads/Campaign Overview
Module(s)/Screen(s): ads
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: First real external Meta API integration — carries real account-liability risk per PRD §7's named risk.","- Given Super Admin provisions a Meta ad account for a Consultant, when the real API call is made, then a genuine Meta Business Manager and ad account are created under Adren's umbrella structure, replacing ADS-01's mocked bookkeeping-only entity.",8,backend;ads;phase2,ADS-01,
Sub-task,Meta Ads API Real Integration,MADS-01 subtask: [EXTEND] Backend: `AdAccount` provisioning calls the real Meta Business API,[EXTEND] Backend: `AdAccount` provisioning calls the real Meta Business API,,,backend;ads;phase2;subtask,,MADS-01: Replace mocked Meta account provisioning with the real Meta Business API
Sub-task,Meta Ads API Real Integration,MADS-01 subtask: [NEW] Backend: Meta API credential handling via the same Secrets Manager pattern as FND-11,[NEW] Backend: Meta API credential handling via the same Secrets Manager pattern as FND-11,,,backend;ads;phase2;subtask,,MADS-01: Replace mocked Meta account provisioning with the real Meta Business API
Sub-task,Meta Ads API Real Integration,MADS-01 subtask: [NEW] Backend: unit test — request/response mapping,[NEW] Backend: unit test — request/response mapping,,,backend;ads;phase2;subtask,,MADS-01: Replace mocked Meta account provisioning with the real Meta Business API
Sub-task,Meta Ads API Real Integration,MADS-01 subtask: [NEW] Backend: integrationTest against Meta's sandbox/test environment,[NEW] Backend: integrationTest against Meta's sandbox/test environment,,,backend;ads;phase2;subtask,,MADS-01: Replace mocked Meta account provisioning with the real Meta Business API
Story,Meta Ads API Real Integration,MADS-02: Launch real Meta Campaigns/Ad Sets/Ads via the Marketing API,"As a Consultant, I want have my approved campaign actually launch on Meta, not just record a mocked `meta_campaign_ref`, so that ADS-07's MVP-mocked launch call is replaced with the real Meta Marketing API.

PRD reference(s): §14.2 Flow step 6
Module(s)/Screen(s): ads
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: Real Marketing API object-hierarchy creation (Campaign→AdSet→Ad) is materially more complex than the MVP's single mocked call.","- Given a campaign passes policy review, when launch is triggered, then a real Meta Campaign/Ad Set/Ad hierarchy is created via the Marketing API and the real `meta_campaign_ref` is stored.",8,backend;ads;phase2,"MADS-01, ADS-07",
Sub-task,Meta Ads API Real Integration,MADS-02 subtask: [EXTEND] Backend: real Marketing API Campaign/AdSet/Ad creation replacing ADS-07's mock,[EXTEND] Backend: real Marketing API Campaign/AdSet/Ad creation replacing ADS-07's mock,,,backend;ads;phase2;subtask,,MADS-02: Launch real Meta Campaigns/Ad Sets/Ads via the Marketing API
Sub-task,Meta Ads API Real Integration,MADS-02 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ads;phase2;subtask,,MADS-02: Launch real Meta Campaigns/Ad Sets/Ads via the Marketing API
Sub-task,Meta Ads API Real Integration,MADS-02 subtask: [NEW] Backend: integrationTest against Meta's sandbox,[NEW] Backend: integrationTest against Meta's sandbox,,,backend;ads;phase2;subtask,,MADS-02: Launch real Meta Campaigns/Ad Sets/Ads via the Marketing API
Story,Meta Ads API Real Integration,MADS-03: Upload real creative (image/copy) via the Meta Marketing API,"As a Consultant, I want have my approved creative variants actually uploaded to Meta, not just stored locally, so that ADS-04's locally-persisted `creative_variants[]` are pushed to Meta as real ad creative assets.

PRD reference(s): §14.2 Flow step 3; §14.4 AI Creative Generation
Module(s)/Screen(s): ads
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: Asset-upload API call layered onto MADS-02's launch flow.","- Given a creative variant is Consultant-approved (ADS-05), when the campaign launches (MADS-02), then the approved image/copy is uploaded to Meta as a real ad-creative asset referenced by the launched Ad.",5,backend;ads;phase2,MADS-02,
Sub-task,Meta Ads API Real Integration,MADS-03 subtask: [NEW] Backend: Meta creative-asset upload call,[NEW] Backend: Meta creative-asset upload call,,,backend;ads;phase2;subtask,,MADS-03: Upload real creative (image/copy) via the Meta Marketing API
Sub-task,Meta Ads API Real Integration,MADS-03 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ads;phase2;subtask,,MADS-03: Upload real creative (image/copy) via the Meta Marketing API
Sub-task,Meta Ads API Real Integration,MADS-03 subtask: [NEW] Backend: integrationTest against Meta's sandbox,[NEW] Backend: integrationTest against Meta's sandbox,,,backend;ads;phase2;subtask,,MADS-03: Upload real creative (image/copy) via the Meta Marketing API
Story,Meta Ads API Real Integration,MADS-04: Poll real Meta performance/insights data into performance_snapshot,"As a Consultant, I want see real impressions, clicks, and attributed bookings from Meta, not ADS-09's mocked scheduled data, so that PRD §14.2 step 7's performance flow-back is backed by the real Meta Insights API.

PRD reference(s): §14.2 Flow step 7; §20.13 performance_snapshot
Module(s)/Screen(s): ads
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: Polling-job integration against a real read-only Meta endpoint — lower risk than the write-path stories in this epic.","- Given a Live campaign has accrued real Meta spend/engagement, when the polling job runs, then `performance_snapshot` reflects real Meta Insights API data, replacing ADS-09's mocked interval-populated figures.",5,backend;ads;phase2,"MADS-02, ADS-09",
Sub-task,Meta Ads API Real Integration,MADS-04 subtask: [EXTEND] Backend: Meta Insights API polling job replacing ADS-09's mock,[EXTEND] Backend: Meta Insights API polling job replacing ADS-09's mock,,,backend;ads;phase2;subtask,,MADS-04: Poll real Meta performance/insights data into performance_snapshot
Sub-task,Meta Ads API Real Integration,MADS-04 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ads;phase2;subtask,,MADS-04: Poll real Meta performance/insights data into performance_snapshot
Sub-task,Meta Ads API Real Integration,MADS-04 subtask: [NEW] Backend: integrationTest against Meta's sandbox,[NEW] Backend: integrationTest against Meta's sandbox,,,backend;ads;phase2;subtask,,MADS-04: Poll real Meta performance/insights data into performance_snapshot
Story,Meta Ads API Real Integration,MADS-05: Enforce spend caps via real Meta API-level budget controls,"As a Super Admin/Consultant, I want have a campaign's spend cap enforced by Meta's own budget controls, reconciled against Adren's near-real-time tracking, so that ADS-10's MVP-mocked spend-tracking is reconciled against Meta's authoritative real spend data, closing the gap processing lag could otherwise introduce.

PRD reference(s): §14.3 Controls & Guardrails; §24.6 NFR Ads/Campaign
Module(s)/Screen(s): ads
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: Reconciling two independent spend-tracking sources (Meta's own controls + Adren's polling) with a real-money liability concern makes this the highest-stakes MADS story.","- Given a Live campaign's real Meta spend approaches `budget_cap`, when reconciliation runs, then Meta's own budget control (Ad Set-level spend cap) plus Adren's polling-based `SpendCapReached` transition together ensure the campaign never meaningfully overshoots, even under processing lag.",8,backend;ads;phase2,"MADS-04, ADS-10",
Sub-task,Meta Ads API Real Integration,MADS-05 subtask: [EXTEND] Backend: Meta Ad Set-level budget cap set at launch (MADS-02),[EXTEND] Backend: Meta Ad Set-level budget cap set at launch (MADS-02),,,backend;ads;phase2;subtask,,MADS-05: Enforce spend caps via real Meta API-level budget controls
Sub-task,Meta Ads API Real Integration,MADS-05 subtask: [EXTEND] Backend: `SpendCapReached` reconciliation against real Meta spend data,[EXTEND] Backend: `SpendCapReached` reconciliation against real Meta spend data,,,backend;ads;phase2;subtask,,MADS-05: Enforce spend caps via real Meta API-level budget controls
Sub-task,Meta Ads API Real Integration,MADS-05 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ads;phase2;subtask,,MADS-05: Enforce spend caps via real Meta API-level budget controls
Sub-task,Meta Ads API Real Integration,MADS-05 subtask: [NEW] Backend: integrationTest — simulated near-cap spend against Meta's sandbox,[NEW] Backend: integrationTest — simulated near-cap spend against Meta's sandbox,,,backend;ads;phase2;subtask,,MADS-05: Enforce spend caps via real Meta API-level budget controls
Story,Meta Ads API Real Integration,MADS-06: Handle real Meta policy/brand-safety rejection webhooks,"As a Super Admin, I want be notified when Meta itself rejects a campaign for policy reasons, distinct from Adren's own pre-check (ADS-15), so that PRD §14.2 step 5's review gate accounts for Meta-side rejection, not just Adren's internal policy review.

PRD reference(s): §14.2 Flow step 5
Module(s)/Screen(s): ads
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Webhook-handling integration; the distinct-status requirement is the specific correctness bar.","- Given Meta rejects a launched campaign for a policy violation Adren's own pre-check (ADS-15) didn't catch, when the rejection webhook is received, then the campaign's status reflects the Meta-side rejection with the reason surfaced to the Consultant, distinct from an Adren-internal Rejected status.",5,backend;ads;phase2,"MADS-02, ADS-15",
Sub-task,Meta Ads API Real Integration,MADS-06 subtask: [NEW] Backend: Meta policy-rejection webhook handler,[NEW] Backend: Meta policy-rejection webhook handler,,,backend;ads;phase2;subtask,,MADS-06: Handle real Meta policy/brand-safety rejection webhooks
Sub-task,Meta Ads API Real Integration,MADS-06 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ads;phase2;subtask,,MADS-06: Handle real Meta policy/brand-safety rejection webhooks
Sub-task,Meta Ads API Real Integration,MADS-06 subtask: [NEW] Backend: module test,[NEW] Backend: module test,,,backend;ads;phase2;subtask,,MADS-06: Handle real Meta policy/brand-safety rejection webhooks
Story,Meta Ads API Real Integration,MADS-07: Handle real Meta account-suspension webhooks,"As a Consultant, I want see the 'suspended — action required' status (ADS-13) triggered by a real Meta suspension event, not a mocked signal, so that PRD §23.5 Edge Case #12 and T17 hold at production scale against Meta's real webhook delivery.

PRD reference(s): §23.5 Edge Case #12; §25 T17
Module(s)/Screen(s): ads
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Replaces ADS-13's mocked signal handler with a real, authenticated Meta webhook receiver.","- Given Meta suspends a real ad account mid-campaign, when the suspension webhook is received, then every active campaign under that Consultant transitions to ADS-13's 'suspended — action required' status via the real webhook, replacing the MVP's mocked suspension-signal handler.",5,backend;ads;phase2,"MADS-01, ADS-13",
Sub-task,Meta Ads API Real Integration,"MADS-07 subtask: [EXTEND] Backend: real Meta webhook receiver (authenticated, signature-verified) replacing the mocked suspension handler","[EXTEND] Backend: real Meta webhook receiver (authenticated, signature-verified) replacing the mocked suspension handler",,,backend;ads;phase2;subtask,,MADS-07: Handle real Meta account-suspension webhooks
Sub-task,Meta Ads API Real Integration,MADS-07 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ads;phase2;subtask,,MADS-07: Handle real Meta account-suspension webhooks
Sub-task,Meta Ads API Real Integration,MADS-07 subtask: [NEW] Backend: module test,[NEW] Backend: module test,,,backend;ads;phase2;subtask,,MADS-07: Handle real Meta account-suspension webhooks
Story,Meta Ads API Real Integration,MADS-08: Isolate Meta Business Manager billing/liability per Consultant at production scale,"As a Super Admin, I want be certain one Consultant's ad spend/billing can never bleed into another Consultant's account under the shared Adren umbrella, so that PRD §7's named risk ('ad account liability — Adren manages Meta accounts/billing on Consultants' behalf') is mitigated with real controls, not just documented as a risk.

PRD reference(s): §7 Assumptions, Dependencies, Risks
Module(s)/Screen(s): ads
Testing tier(s): integration (Testcontainers)
Story points reasoning: Billing-isolation guarantee across a shared third-party account structure — genuinely hard multi-tenancy problem at the Meta-account level, not just Adren's own database.","- Given two Consultants each have a Meta ad account provisioned under Adren's Business Manager, when billing is reconciled, then each Consultant's spend is fully attributable and isolated — no cross-Consultant billing leakage is possible even under a shared umbrella structure.",8,backend;ads;security;phase2,"MADS-01, MADS-05",
Sub-task,Meta Ads API Real Integration,MADS-08 subtask: [NEW] Backend: per-Consultant Meta sub-account/campaign-budget isolation model,[NEW] Backend: per-Consultant Meta sub-account/campaign-budget isolation model,,,backend;ads;security;phase2;subtask,,MADS-08: Isolate Meta Business Manager billing/liability per Consultant at production scale
